-11.6367896,166.9497179,94392864,0.00,4.9,83,48,108,1.4,,
-11.6367686,166.9497252,94392865,0.00,5.9,83,59,123,1.4,,
-11.6367444,166.9497341,94392866,0.00,6.8,83,67,129,1.4,,
-11.6367185,166.9497468,94392867,0.01,7.5,84,74,107,1.4,,
-11.6366916,166.9497633,94392868,0.01,8.4,85,80,187,1.4,,
-11.6366620,166.9497842,94392869,0.01,9.2,86,81,165,1.4,,
-11.6366316,166.9498071,94392870,0.01,9.7,88,81,102,1.4,,
-11.6365994,166.9498322,94392871,0.02,10.1,88,82,117,1.4,,
-11.6365670,166.9498582,94392872,0.02,10.4,90,82,87,1.4,,
-11.6365346,166.9498847,94392873,0.02,10.5,92,82,71,1.4,,
-11.6365016,166.9499123,94392874,0.03,10.6,94,82,66,1.4,,
-11.6364689,166.9499403,94392875,0.03,10.8,96,82,81,1.4,,
-11.6364357,166.9499692,94392876,0.03,10.9,98,82,75,1.4,,
-11.6364024,166.9499993,94392877,0.03,11.0,100,82,75,1.4,,
-11.6363694,166.9500298,94392878,0.04,11.1,101,83,75,1.4,,
-11.6363370,166.9500609,94392879,0.04,11.1,103,83,60,1.6,,
-11.6363049,166.9500927,94392880,0.04,11.2,104,83,63,1.6,,
-11.6362729,166.9501253,94392881,0.05,11.3,104,83,96,1.6,,
-11.6362408,166.9501594,94392882,0.05,11.6,104,83,83,1.6,,
-11.6362090,166.9501942,94392883,0.05,11.9,103,83,88,1.6,,
-11.6361765,166.9502313,94392884,0.06,12.1,102,84,108,1.6,,
-11.6361433,166.9502677,94392885,0.06,12.4,102,84,140,1.6,,
-11.6361114,166.9503043,94392886,0.06,12.6,101,84,117,1.6,,
-11.6360798,166.9503455,94392887,0.07,12.7,100,84,80,1.6,,
-11.6360508,166.9503883,94392888,0.07,12.7,100,84,68,1.6,,
-11.6360233,166.9504327,94392889,0.07,12.8,101,84,82,1.6,,
-11.6359960,166.9504778,94392890,0.08,13.0,101,84,129,1.6,,
-11.6359687,166.9505240,94392891,0.08,13.2,101,85,141,1.6,,
-11.6359419,166.9505712,94392892,0.08,13.5,102,85,142,1.6,,
-11.6359155,166.9506193,94392893,0.09,13.7,102,85,124,1.6,,
-11.6358889,166.9506693,94392894,0.09,13.9,103,85,112,1.6,,
-11.6358623,166.9507205,94392895,0.10,14.1,104,86,120,1.6,,
-11.6358364,166.9507715,94392896,0.10,14.3,104,86,113,1.6,,
-11.6358102,166.9508248,94392897,0.10,14.5,105,86,139,1.6,,
-11.6357850,166.9508778,94392898,0.11,14.8,105,86,140,1.6,,
-11.6357594,166.9509318,94392899,0.11,14.9,105,86,119,1.6,,
-11.6357348,166.9509882,94392900,0.12,15.1,106,87,116,1.6,,
-11.6357109,166.9510451,94392901,0.12,15.2,106,87,100,1.6,,
-11.6356873,166.9511016,94392902,0.13,15.3,108,87,123,1.6,,
-11.6356643,166.9511615,94392903,0.13,15.9,109,87,161,1.6,,
-11.6356416,166.9512237,94392904,0.13,16.5,110,88,175,1.6,,
-11.6356193,166.9512877,94392905,0.14,16.8,111,88,103,1.6,,
-11.6355980,166.9513525,94392906,0.14,16.8,112,88,50,1.6,,
-11.6355788,166.9514182,94392907,0.15,16.8,113,88,70,1.6,,
-11.6355613,166.9514841,94392908,0.15,16.8,114,88,96,1.6,,
-11.6355453,166.9515509,94392909,0.16,16.8,114,88,101,1.6,,
-11.6355278,166.9516188,94392910,0.16,16.8,115,88,85,1.6,,
-11.6355142,166.9516849,94392911,0.17,16.8,115,88,82,1.6,,
-11.6355055,166.9517535,94392912,0.17,16.8,116,88,97,1.6,,
-11.6355002,166.9518223,94392913,0.18,16.8,116,88,93,1.6,,
-11.6354971,166.9518905,94392914,0.18,16.7,117,88,89,1.6,,
-11.6354963,166.9519596,94392915,0.19,16.7,116,88,94,1.6,,
-11.6354977,166.9520280,94392916,0.19,16.7,116,88,135,1.6,,
-11.6355016,166.9520950,94392917,0.19,16.8,116,88,108,1.6,,
-11.6355060,166.9521646,94392918,0.20,16.8,116,88,103,1.6,,
-11.6355172,166.9522316,94392919,0.20,16.7,115,88,108,1.6,,
-11.6355345,166.9522974,94392920,0.21,16.7,115,88,92,1.6,,
-11.6355569,166.9523628,94392921,0.21,16.6,115,88,80,1.6,,
-11.6355831,166.9524251,94392922,0.22,16.6,115,88,115,1.6,,
-11.6356135,166.9524864,94392923,0.22,16.8,115,88,198,1.6,,
-11.6356496,166.9525434,94392924,0.23,17.0,114,89,195,1.6,,
-11.6356913,166.9526009,94392925,0.23,17.2,114,89,161,1.6,,
-11.6357364,166.9526544,94392926,0.24,17.4,114,89,108,1.6,,
-11.6357841,166.9527065,94392927,0.24,17.6,114,89,90,1.6,,
-11.6358352,166.9527580,94392928,0.25,17.6,114,89,82,1.6,,
-11.6358862,166.9528059,94392929,0.25,17.6,114,89,101,1.6,,
-11.6359406,166.9528547,94392930,0.26,17.6,115,89,96,1.6,,
-11.6359941,166.9529007,94392931,0.26,17.6,115,89,118,1.6,,
-11.6360493,166.9529465,94392932,0.27,17.6,116,89,133,1.6,,
-11.6361057,166.9529917,94392933,0.27,17.6,117,89,109,1.6,,
-11.6361612,166.9530350,94392934,0.28,17.6,118,89,107,1.6,,
-11.6362187,166.9530788,94392935,0.28,17.6,118,89,110,1.6,,
-11.6362746,166.9531205,94392936,0.29,17.6,118,89,138,1.6,,
-11.6363324,166.9531630,94392937,0.29,17.6,120,89,129,1.6,,
-11.6363910,166.9532056,94392938,0.30,17.6,121,89,132,1.6,,
-11.6364484,166.9532469,94392939,0.30,17.7,121,89,152,1.6,,
-11.6365072,166.9532888,94392940,0.31,17.7,122,89,122,1.6,,
-11.6365660,166.9533304,94392941,0.31,17.6,123,89,95,1.6,,
-11.6366235,166.9533712,94392942,0.31,17.5,123,89,77,1.6,,
-11.6366815,166.9534126,94392943,0.32,17.4,123,89,89,1.6,,
-11.6367379,166.9534532,94392944,0.32,17.4,124,89,93,1.6,,
-11.6367948,166.9534934,94392945,0.33,17.4,124,89,112,1.6,,
-11.6368522,166.9535339,94392946,0.33,17.5,125,89,122,1.6,,
-11.6369104,166.9535754,94392947,0.34,17.6,125,89,119,1.6,,
-11.6369688,166.9536182,94392948,0.34,17.6,125,89,109,1.6,,
-11.6370245,166.9536600,94392949,0.35,17.5,125,89,102,1.6,,
-11.6370811,166.9537040,94392950,0.35,17.4,125,89,113,1.6,,
-11.6371360,166.9537483,94392951,0.36,17.4,125,89,113,1.6,,
-11.6371904,166.9537947,94392952,0.36,17.3,125,89,113,1.6,,
-11.6372422,166.9538421,94392953,0.37,17.3,125,89,104,1.6,,
-11.6372908,166.9538908,94392954,0.37,17.2,124,89,121,1.6,,
-11.6373367,166.9539432,94392955,0.38,17.1,124,89,104,1.6,,
-11.6373777,166.9540002,94392956,0.38,17.0,124,88,99,1.6,,
-11.6374096,166.9540614,94392957,0.39,16.9,124,88,102,1.6,,
-11.6374298,166.9541268,94392958,0.39,16.7,124,88,113,1.6,,
-11.6374365,166.9541952,94392959,0.40,16.5,125,88,93,1.8,,
-11.6374296,166.9542612,94392960,0.40,16.3,125,88,85,1.8,,
-11.6374054,166.9543205,94392961,0.41,16.1,125,88,107,1.8,,
-11.6373754,166.9543764,94392962,0.41,15.9,125,87,98,2.0,,
-11.6373413,166.9544306,94392963,0.41,15.7,125,87,66,2.0,,
-11.6373031,166.9544787,94392964,0.42,15.6,125,87,103,2.0,,
-11.6372615,166.9545232,94392965,0.42,15.5,125,87,126,2.2,,
-11.6372168,166.9545639,94392966,0.43,15.4,124,87,123,2.2,,
-11.6371691,166.9546041,94392967,0.43,15.4,124,87,136,2.2,,
-11.6371216,166.9546434,94392968,0.44,15.4,124,87,98,2.4,,
-11.6370745,166.9546799,94392969,0.44,15.2,124,87,95,2.4,,
-11.6370268,166.9547149,94392970,0.44,15.0,123,87,67,2.4,,
-11.6369797,166.9547476,94392971,0.45,14.9,123,86,106,2.6,,
-11.6369299,166.9547823,94392972,0.45,15.0,123,86,176,2.6,,
-11.6368807,166.9548149,94392973,0.46,15.0,122,87,155,2.6,,
-11.6368317,166.9548476,94392974,0.46,15.0,122,87,122,2.8,,
-11.6367820,166.9548799,94392975,0.47,15.1,122,87,152,2.8,,
-11.6367315,166.9549123,94392976,0.47,15.0,121,87,100,3.0,,
-11.6366833,166.9549475,94392977,0.47,14.9,120,86,114,3.0,,
